,coffee,cr_rating,coffee_origin,roaster,roaster_location,roast_level,aroma,acidity_structur,body,flavor,agtron,review,review_date,price_estimate
951,Ethiopia Grade 1 Chelchele,94,"Yirgacheffe growing region, southern Ethiopia",Nostalgia Coffee Roasters,"San Diego, California",Light,9,9,9,9,62/80,"Delicate, richly aromatic, floral-toned. Honeysuckle, cocoa nib, pink grapefruit zest, apricot, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity; plush, syrupy mouthfeel. Floral- and cocoa-driven finish.",December 2020,$22.00/12 ounces
952,Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,95,"Yirgacheffe growing region, southern Ethiopia",Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan",Medium,9,9							,9,9,47/73,"Evaluated as espresso. Bright, juicy, floral-toned. Chocolate fudge, black cherry, lemon verbena, brown sugar, sandalwood in aroma and cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with black cherry and brown sugar suggestions. In cappuccino-scaled milk, black cherry and dark chocolate notes harmonize far into the long finish.",December 2020,NT $1100/8 ounces
953,Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,94,"Alishan, Taiwan",Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan",Medium,9,9							,9,8,46/64,"Evaluated as espresso. Deep-toned, richly sweet-tart. Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup. Very syrupy mouthfeel; the finish centers on tamarind and rich cedar notes. Balanced in three parts milk, driven by stone fruit and chocolate.",December 2020,NT $1100/8 ounces
954,Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,94,"Alishan, Taiwan",Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan",Medium,9,9							,9,8,46/64,"Evaluated as espresso. Deep-toned, richly sweet-tart. Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup. Very syrupy mouthfeel; the finish centers on tamarind and rich cedar notes. Balanced in three parts milk, driven by stone fruit and chocolate.",December 2020,NT $1100/8 ounces
955,Panama Elida ASD Natural,94,"Boquete growing region, western Panama",modcup coffee,"Jersey City, New Jersey",Light,9,9,9,9,62/80,"Delicate, richly aromatic, sweetly fermenty. Aged grappa, grape candy, dark chocolate, hibiscus flowers, caramel in aroma and cup. Sweetly tart with juicy acidity; very full, satiny mouthfeel. The sweetly fermenty finish centers around notes of aged grappa, grape candy and cedar.",December 2020,$60.00/150 grams
956,Panama Elida ASD Natural,94,"Boquete growing region, western Panama",modcup coffee,"Jersey City, New Jersey",Light,9,9,9,9,62/80,"Delicate, richly aromatic, sweetly fermenty. Aged grappa, grape candy, dark chocolate, hibiscus flowers, caramel in aroma and cup. Sweetly tart with juicy acidity; very full, satiny mouthfeel. The sweetly fermenty finish centers around notes of aged grappa, grape candy and cedar.",December 2020,$60.00/150 grams
957,Peru Chacra Don Dago,92,"Villa Rica, Oxampampa, Pasco Department, Peru",SkyTop Coffee,"Manlius, New York",Medium-Light,9,8,9,9,54/72,"Sweetly spice-toned. Baking spices, rhododendron, dark chocolate, hazelnut, molasses in aroma and cup. Sweet-toned with gentle acidity; full, syrupy mouthfeel. Drying finish with notes of cinnamon and nutmeg in the short, rounding to chocolate in the long.",December 2020,$15.00/12 ounces
958,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
959,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
960,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
961,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
962,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
963,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
964,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
965,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
966,Dharma Espresso Blend,92,Brazil; Ethiopia; Costa Rica,Temple Coffee Roasters,"Sacramento, California",Medium,8,8							,9,8,44/70,"Evaluated as espresso. Dark chocolate, magnolia, cedar, black cherry, lemon zest in aroma and small cup. Delicate, satiny mouthfeel; chocolaty, floral finish supported by aromatic wood notes. The milk shot is chocolate- and flower-driven.",December 2020,$16.50/12 ounces
967,Ethiopia Guji Chembi,95,"Guji Zone, Oromia Region, southern Ethiopia",Vennel Coffee,"Keelung, Taiwan",Medium-Light,9,9,9,9,58/76,"Richly sweet, chocolaty and fruit-toned. Mango, dark chocolate, sandalwood, maple syrup, rhododendron-like flowers in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with mango and dark chocolate suggestions.",November 2020,NT $450/227 grams
968,Ethiopia Guji Chembi,95,"Guji Zone, Oromia Region, southern Ethiopia",Vennel Coffee,"Keelung, Taiwan",Medium-Light,9,9,9,9,58/76,"Richly sweet, chocolaty and fruit-toned. Mango, dark chocolate, sandalwood, maple syrup, rhododendron-like flowers in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with mango and dark chocolate suggestions.",November 2020,NT $450/227 grams
969,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
970,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
971,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
972,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
973,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
974,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
975,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
976,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,"Holualoa, Kona, Big Island of Hawai’i",Paradise Roasters,"Minneapolis, Minnesota",Medium-Light,9,9,9,9,58/74,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",November 2020,$29.95/4 ounces
977,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
978,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
979,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
980,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
981,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
982,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
983,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
984,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
985,Holiday Blend,93,"North Kona growing district, “Big Island” of Hawai’i",Hala Tree Kona Coffee,"Captain Cook, Hawai’i",Medium,9,8,9,9,50/64,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",November 2020,$65.00/16 ounces
986,K7 Sweet Spot,92,"Kona growing region, Big Island of Hawai’i",Kona Farm Direct,"Holualoa, Hawaii",Medium-Light,9,8,8,9,47/76,"Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, date, cedar, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. The finish consolidates to baking chocolate, hazelnut and cedar.",November 2020,$32.00/7 ounces
987,Ethiopia Natural Guji Blue-Donkey 2020,95,"Guji Zone, Oromia Region, southern Ethiopia",Kakalove Cafe,"Chia-Yi, Taiwan",Medium-Light,9,9,9,9,59/77,"Richly aromatic, delicately fruit-forward. Dried persimmon, cocoa nib, tangerine zest, shiitake mushroom, carnation in aroma and cup. Savory-sweet with deep, fruit-toned acidity; lively, syrupy-smooth mouthfeel. The finish consolidates to persimmon and cocoa nib with an attractive hint of shiitake mushroom.",November 2020,NT $325/8 ounces
