coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
Brazil Cerrado Pb,Uganda,Perception Coffee,,,,Roasted
Colombia - Cafe Del Micay,Jamaica,Fika,,,,Floral Floral Peach Orange
Kenya Kii Aa,El Salvador,Clifton Coffee,,,,Vanilla Strawberry Peach
Decaf Colombian La Plata Ea,Brazil,Hands On Coffee,,,,Vanilla Chamomile Cherry
Perk Up,Ethiopia,Stokes Tea and Coffee,,,,Nutmeg Spices Chocolate
Decaffeinated Peru,Vietnam,Scotties Coffee,,,,Nutty  Cocoa Blueberry Strawberry Fruity
"Morango, Brazil",Costa Rica,Campbell & Syme,,,,Malt Nutty Chocolate Nutty  Cocoa Molasses Caramelized Sweet Floral Pear Citrus  Fruit
Ethiopia Yirgacheffe Koko Natural,Ethiopia,Kaffee Culture,,,,Grape Peach Orange Citrus  Fruit
The Curious | Ecuador Tres Leguas,Brazil,Roastworks,,,,Chocolate
"Foundation Blend,  (colombia And Brazil)",Burundi,Maude Coffee,,,,Molasses Caramelized Brown  Sugar Vanilla Sweet Orange
La Cristalina - Natural,Burundi,Kofra,,,,Chocolate Caramelized Floral Orange Lime Citrus  Fruit
Mellowship Slinky Decaf,Brazil,200 Degrees,,,,Honey Berry
"Microlot 2145, Burundi - Filter",Ethiopia,39 Steps,,,,Spices Chocolate Other  Fruit
Marchtown Blend,South America,Grain and Grind,Mundo NovoCaturraBourbonCatuai,Natural,Dark,Nutty Chocolate Peach
"Ethiopia Ardent Yirgacheffe, Washed Process",North & Central America,Dark Woods,Ethiopia / Sudan AssesionArabicaRobiaceae Coffea,Washed,Light,Molasses Cherry
Untamed,Ethiopia,Unorthodox,Sigarar Utang,Natural,Light,Black  Tea Lemon
"Toraja, Indonesia",Indonesia,Roasting House,CaturraBourbonCatuai,Natural,Medium,Chocolate Brown  Sugar Sweet Berry Pomegranate Fruity
Q’anil - Guatemala - Decaffeinated,Indonesia,Hometown,CastilloColombia,"DecafWashed, Sparkling Water (CO2)", Dark,Hazelnut Chocolate Caramelized
Silvia,Guatemala,Hermanos,Mundo NovoBourbonCatuai,"DecafWashed, Sugarcane (E.A.)",Medium,Brown  Sugar Raspberry Peach
Brazil Santos,Colombia,Grain and Grind,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Dark,Anise Chocolate Caramelized Sweet  Aromatic Sweet Peach Citrus  Fruit Herb like
Ethiopia - Yirgacheffe Chelelektu (natural Process),Brazil,Bean Brothers,ArushaBlue Mountain,Natural,Dark,Almond Chocolate Nutty  Cocoa Caramelized Sweet
Papua New Guinea A/X Korofeigu Coop,Ethiopia,On The Grind,Castillo,Washed,Dark,Roasted Nutty Chocolate Fruity
Colombia Jairo Arcila Micro-Lot | Mandarin Washed Exp. Process,Papua New Guinea,UE Coffee Roasters,WilshoDeiga/Dega,Washed,Medium,Almond Chocolate Vanilla Cherry
Balesi Dingu (espresso),Colombia,Round Hill Roastery,CaturraTypica,Natural,Light,Sweet Pineapple Other  Fruit Grapefruit Citrus  Fruit Fruity Bitter
Colombian Excelso Swiss Water Decaf,Ethiopia,On The Grind,Typica,"DecafWashed, Swiss Water",Medium,Dark  Chocolate Caramelized Vanilla Sweet Raspberry
Peru Inambari Fairtrade Organic Coffee,Colombia,H. R. Higgins,Ruiru 11SL-34Batian,Washed,Dark,Nutty Chocolate
"Kenya, Uteuzi Jimbo, Nyeri Aa",Peru,Quantum Roasters,CaturraBourbonCatuai,Washed,Dark,Honey Floral Grape Grapefruit
Mexico Siltepec El Jaguar,Kenya,On The Grind,BourbonTypica,Washed,Medium,Chocolate Dark  Chocolate Vanilla Sweet Dried  Fruit Whiskey
La Coipa,Mexico,Coffee Real,ColombiaRed Bourbon,Washed,Medium Dark,Chocolate Apple Other  Fruit
Colombia Cafe Granja La Esperanza Las Margaritas Red Bourbon Hw,Peru,Sabins,TabiRume Sudan,Washed,Medium,Nutty Cocoa Orange
Eagle One Prima By Victoria Arduino In Black,Honduras,UE Coffee Roasters,ColombiaBourbonCatimor / AtengCauvery,Natural,Dark,Spices Maple  Syrup Honey Vanilla Floral Floral Strawberry Lemon
Original,Colombia,Extract,ColombiaArabica,Washed,Light,Floral Berry Peach Fruity Citric  Acid
Jumping For Gold Coffee,El Salvador,Three Ridings Coffee,Arabica,Washed,Light,Chocolate Berry Peach Other  Fruit
India Malabar Mugli,Colombia,Indy Coffee,Red Caturra,"Natural, Monsooned",Medium,Roasted Almond Nutty Vanilla Floral Floral Apple Pear Orange Citrus  Fruit Fruity
Peru Mauro Mesa,India,Island Roasted,Yellow Catuai,Washed,Medium,Roasted Nutty Nutty  Cocoa Vanilla Sweet Citrus  Fruit
Brazil Yellow Cataui - Direct Trade,Colombia,Boun Beans,CastilloYellow CatuaiMundo NovoColombiaCaturraRed Catuai,Natural,Medium,Almond Sweet Raspberry
The Truth,India,Roastworks,CastilloEthiopia / Sudan AssesionColombiaCaturraTypicaRobiaceae Coffea,Honey,Dark,Brown  Sugar Other  Fruit
West Coast Roast,Peru,Glen Lyon,Pink Bourbon,Washed,Dark,Nutty Chocolate Sweet Citrus  Fruit Fruity
Colombia Finca Buena Vista,Brazil,Island Roasted,Mundo NovoCaturraBourbonIcatuCatuai,Washed,Medium,Almond Cocoa Molasses
Guatemala Huehue,Brazil,Crosby Coffee,Colombia,Natural,Light,Caramelized Honey Sweet Lemon
Brazil Daterra Santa Colomba,Colombia,Luckie Beans,Ethiopia / Sudan AssesionRobiaceae Coffea,"Natural, Anaerobic or Macerated",Dark,Nutty Honey Sweet Berry Grape Other  Fruit Fruity
Body And Soul Blend,Colombia,Hot Numbers,Typica,Washed,Dark,Hazelnut Dark  Chocolate Orange
Spiced Imperial Tea,Colombia,Atkinsons,CastilloColombia,"DecafWashed, Sugarcane (E.A.)",Light,Vanilla
07: Banko Gotiti,Guatemala,Fortitude,Mundo NovoEthiopia / Sudan AssesionColombiaCaturraRobiaceae CoffeaCatuai,Honey,Medium,Chocolate Dark  Chocolate Cocoa Molasses Caramelized Honey Vanilla Sweet Floral Floral
"Ecuador, Hacienda La Papaya, Microlot Lot 8",Brazil,Quantum Roasters,Yellow Bourbon,Honey,Medium,Cereal Peanuts Dried  Fruit Whiskey
Colombia Sugarcane Decaf,Brazil,HEJ,Catimor / Ateng,Natural,Green,Nutmeg Spices Chocolate Sweet Berry Lemon Citrus  Fruit
Easy-Post - Twin Pack,Colombia,47 Degrees,Bourbon,Natural,Dark,Chocolate Strawberry Berry
East End Blend,China,Department of Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Light,Chocolate Orange
Honduras Pico Pijol Ground Coffee,Ethiopia,Grumpy Mule,Ethiopia / Sudan AssesionArabicaRobiaceae Coffea,Honey,Light,Roasted Hazelnut Molasses Caramelized Sweet Raspberry Citrus  Fruit
Perfectly Praline Brazilian Coffee,Ecuador,Coffee Wanchors,Ethiopia / Sudan Assesion,"Natural, Anaerobic or Macerated",Dark,Hazelnut Dark  Chocolate Maple  Syrup Orange Citrus  Fruit
Banka,Colombia,Hill Top Brews,TopázioMundo NovoRobiaceae CoffeaCatuaiGesha / Abyssinia,"Natural, Anaerobic or Macerated",Dark,Sweet Fruity
Burundi Kirundo Cafex (natural),Brazil,Clifton Coffee,ArushaBlue Mountain,Washed,Medium,Pungent Spices Sweet Raisin Dried  Fruit Pineapple Other  Fruit Grapefruit Citrus  Fruit Musty  Earthy
Ethiopian Yirgacheffe,Colombia,Grain and Grind,Ethiopia / Sudan Assesion,Natural,Dark,Roasted Almond Cocoa Vanilla Cherry Fruity
"Leonel Hartwig, Brazil",Ethiopia,Campbell & Syme,Colombia,Washed,Medium,Spices Sweet Floral Strawberry Lemon
Sensory Box One- Brazil,Brazil,Hope Espresso,CaturraCatuaiSarchimorYellow Bourbon,Washed,Dark,Chocolate Dried  Fruit Other  Fruit
"Ethiopia Ardent Yirgacheffe, Anaerobic Natural",Colombia,Dark Woods,Caturra,Decaf,Light,Vanilla Berry Cherry
Ethiopia Shakiso,Ethiopia,200 Degrees,Red Bourbon,Washed,Medium,Dark  Chocolate Sweet Other  Fruit Lime Citrus  Fruit
Fazenda Recanto Experimental Topazio,Honduras,Crankhouse Coffee,Colombia,"DecafWashed, Swiss Water",Medium,Pepper Sweet Floral Lemon
Papua New Guinea A/X Korofeigu Coop,Brazil,On The Grind,CaturraArabica,Washed,Dark,Spices Nutty Caramelized Brown  Sugar Sweet Lime
Ethiopia Yirgacheffe Natural,China,Inverness Coffee Roasting Co.,CastilloCatuai,Wet Hulled,Dark,Chocolate Nutty  Cocoa Caramelized Cherry Fruity
Green Beans | Finca La Lomita | Colombia,Burundi,Vagabond,Ethiopia / Sudan AssesionRobusta,Natural,Light,Hazelnut Nutty Vanilla Sweet Berry Cherry Other  Fruit Fruity Sour Fermented Other
Solitude,Ethiopia,Carvetii,Red Bourbon,Washed,Medium,Caramelized Brown  Sugar Berry Grapefruit
Bolivia Arcangel,Brazil,Ristretto,BourbonBlue Mountain,Natural,Dark,Almond Chocolate Brown  Sugar Citrus  Fruit
Single Origin Decaf,Brazil,Winchester Coffee Roasters,CaturraBourbon,Natural,Medium,Roasted
"Cyato, Rwanda",Ethiopia,Garage Coffee,ColombiaArabicaRobiaceae CoffeaRobusta,Washed,Light,Pineapple Peach Other  Fruit Grapefruit Fruity
Swiss Water Decaf / Origin : Cundinamarca Colombia,Ethiopia,Yellow Bourbon,Typica,Natural,Dark,Hazelnut Chocolate Caramelized
Juliana Guevara,Brazil,Kofra,TypicaYellow Bourbon,Honey,Green,Chocolate Honey Strawberry Berry Lemon
Roasting Plant Blend - Rfa,Papua New Guinea,Roasting Plant,CaturraNyasalandTypica,Washed,Dark,Roasted Chocolate Brown  Sugar Sweet Floral Orange
Glasgow Kiss,Ethiopia,The Steamie,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Medium,Chocolate Black  Tea Apple Lime
A Mouse'S Tale Coffee,Colombia,Three Ridings Coffee,ColombiaMundo Novo,Honey,Medium,Dark  Chocolate Caramelized Fruity
Nude 'Ass Saver',Brazil,Nude,BourbonIcatuCatimor / AtengCatuaiHybrido de TimorS795,Natural,Medium,Chocolate Nutty  Cocoa Vanilla Sweet Citrus  Fruit Sour
Rwanda Buf Remera Natural,Guatemala,Argyll Coffee Roasters,Castillo,Washed,Medium,Spices Vanilla Fruity
Kirindera Women'S Peace - Drc,Bolivia,Blak Nektar,Catimor / Ateng,Washed,Medium,Almond Chocolate Cherry
The Auctioneer 008 Eli Espinoza Soberon - Coe Peru,Peru,Macondo,Colombia,Washed,Medium Light,Cinnamon Spices Dark  Chocolate Citrus  Fruit Musty  Earthy
Black Hill: N Compatible Pods,Rwanda,Dark Woods,Mundo NovoIcatuTupiArabicaAcaiaCatuai,Washed,Medium,Almond Chocolate Caramelized Vanilla Sweet Cherry
Mexico Tejao Typica Microlot,Colombia,Bailies Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Honey,Medium,Nutty Cocoa
"House Blend: The Black Bag, Aquiares Blend",Colombia,Silver Oak,ArabicaCatimor / AtengSL-28,Washed, Dark,Nutty Caramelized Sweet Berry Peach Winey
Oxford Blend,South America,Colombia Coffee Roasters,USDAS795,Natural,Light,Nutty  Cocoa Vanilla Floral Dried  Fruit Pear Whiskey
Beverley Blend,Asia,The Blending Room,Caturra,Natural,Medium,Hazelnut Chocolate Cocoa Nutty  Cocoa Caramelized Citrus  Fruit Under ripe
Brüganda - Speciality . Direct Trade,North & Central America,River City,SL-14SL-28,Washed,,Dark  Chocolate
Ethiopia - Yirgacheffe Ejere,Peru,Small Batch Coffee,CastilloCaturra,Natural,,Nutty Dark  Chocolate
Seasonal Tip-Top,Brazil,Tin Donkey,Ethiopia / Sudan AssesionColombia,Washed,,Molasses Caramelized Sweet Lemon
Queen Street Blend - 1kg,Ethiopia,Luckie Beans,Robiaceae Coffea,Washed,,Honey Vanilla Floral Floral Orange
La Lomita - Special Edition | Colombia | Direct Trade,Vietnam,Vagabond,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71,"DecafWashed, Sugarcane (E.A.)",,Almond Nutty Nutty  Cocoa Sweet Floral Berry
Sumatra Mandheling Tekengong,Rwanda,On The Grind,ColombiaCaturraTypica,"DecafNatural, Swiss Water",,Almond Cocoa Caramelized Sweet Apple
Organic Micro Lot – Maya – Colombia,D.R. Congo,Redroaster,Red Bourbon,Honey,,Nutty Peach Winey
A Turtles Rescue Coffee,Peru,Three Ridings Coffee,CaturraBourbonTypica,Washed,,Vanilla Strawberry Cherry Other  Fruit Overripe
Dambi Uddo | Ethiopia,Brazil,Notes,CaturraBourbonCatuai,"DecafNatural, Sparkling Water (CO2)",,Caramelized Sweet Coconut Pear
Zambia - Serenje Aa,Colombia,Bean Brothers,CaturraTypica,Honey,,Nutty Chocolate Nutty  Cocoa
Limited Edition Indonesia - Rantekarua Organic,India,Fika,SL-14SL-28,Washed,,Cinnamon Cocoa Honey Peach Other  Fruit
Colombian Finca Primavera Rfa,Mexico,On The Grind,Ethiopia / Sudan AssesionRobiaceae Coffea,"DecafWashed, Swiss Water",,Sweet Floral Blueberry Other  Fruit
Two Bean,Costa Rica,Grey Seal,Blue Mountain,Washed,,Nutty Chocolate Caramelized
Mt. Elgon Gibuzale | Filter,Brazil,Williams & Johnson,Tupi,Washed,,Cereal Roasted Nutty  Cocoa Sweet Floral
Sugar Cane Decaf,Brazil,Red Bank,Robiaceae Coffea,Washed,,Nutty Chocolate Sweet
Frameworks Espresso Blend,Guatemala,Coldblow,Typica,Washed,,Nutty Chocolate Citrus  Fruit
Decaf Swiss Water,Uganda,Artisan Roast,Robiaceae Coffea,Washed,,Almond Chocolate Nutty  Cocoa Vanilla Cherry
Rwanda Kinini Kinigazi,Brazil,Kaffee Culture,CaturraPacamaraBourbon,"Natural, Monsooned",,Vanilla
Colombia ‘el Boscua’,Ethiopia,Wellington,Ethiopia / Sudan AssesionAgaroGimma,Washed,,Cereal Chocolate Caramelized Pear
Decaf El Salvador El Cipres,Peru,Strangers,Acaia,Washed,,Cereal Pepper Chocolate Vanilla Orange
Kahveh,Brazil,Whole in the Ground,Bourbon,Washed,,Chocolate Caramelized Berry
Guatemala Finca Bremen Organic,Colombia,Boona Boona,,,,Chocolate Berry Citrus  Fruit
Colombian Excelso Swiss Water Decaf,Brazil,On The Grind,,,,Spices Floral Floral Fermented Bitter
Kenya Ab Honeybush Estate,Indonesia,Two Dogs,,,,Hazelnut Nutty Chocolate Nutty  Cocoa Molasses Honey Brown  Sugar Vanilla Sweet
Ethiopian Yirgacheffe Gr2,Colombia,Hill Top Brews,,,,Nutty Molasses Caramelized Other  Fruit
"Jamaica Blue Mountain®, Wallenford® Estate",Indonesia,Quantum Roasters,,,,Dark  Chocolate Caramelized
Natal Alves-Peaberry Ground Coffee,Colombia,Cafezinho,,,,Chocolate Brown  Sugar Sweet Berry
Nicaragua Dipilto 02,Brazil,The Blending Room,,,,Roasted
Anvil Papua New Guinea Elimbari,Ethiopia,Anvil,,,,Chocolate Nutty  Cocoa Caramelized Vanilla Sweet Other  Fruit Lemon
Monsoon Malabar Aa (india),Zambia,Faodail Roastery,,,,Peanuts Chocolate Nutty  Cocoa Vanilla Sweet Citrus  Fruit Fruity
Bosques De San Francisco,Indonesia,Artisan Roast,,,,Malt Nutty Chocolate Dark  Chocolate Caramelized Vanilla Sweet Apple Salty
Bendigedig,Brazil,Welsh Coffee,Colombia,Washed,Light,Caramelized Other  Fruit
"Sumatra, Kopepi Ketiara Cooperative (women Producers)",Guatemala,Quantum Roasters,CaturraBourbonTypicaCatimor / Ateng,Honey,Medium,Chocolate Blackberry Blueberry Musty  Earthy
Italia,Colombia,Fidela,CastilloColombiaCaturra,Wet Hulled,Medium,Almond Cocoa Sweet Other  Fruit Citrus  Fruit Fruity
Janszoon 2.0,Indonesia,Artisan Roast,Yellow CatuaiBourbonRobiaceae Coffea,Washed,Medium,Vanilla Citrus  Fruit
"Single Origin, Karatina Factory, Kenya",Colombia,Silver Oak,Ruiru 11BatianSL-28,Washed,Light,Chocolate Caramelized Berry Peach
Kenya Kii Aa,Brazil,Clifton Coffee,SL-34SL-28,"DecafWashed, Sugarcane (E.A.)",Light,Cereal Chocolate Dark  Chocolate Sweet Citric  Acid Bitter
Longships // Colombia - Decaf,Indonesia,Land's End Coffee,CastilloCaturra,Natural,Dark,Honey Sweet Orange Lemon
Lucky Dip - 3 X 200g,Rwanda,Abstract,Ethiopia / Sudan AssesionJARC 74110JARC 74112,DecafNatural,Dark,Chocolate Maple  Syrup Peach
Bookkisa,Kenya,Blossom,Ethiopia / Sudan Assesion,"DecafWashed, Sugarcane (E.A.)",Dark,Roasted Maple  Syrup Honey Sweet Citrus  Fruit
"Decaf, De Caña",Colombia,Weanie Beans,Ethiopia / Sudan AssesionColombia,Washed,Medium,Roasted Sweet Jasmine Floral Floral Pomegranate Grape Citrus  Fruit Fruity Winey
Village Capsules N® Compatible,Ethiopia,Clifton Coffee,ColombiaPink Bourbon,Washed,Dark,Molasses Maple  Syrup Caramelized Sweet Apple Fresh
Colombia Limited Edition Pindale: Washed Colombian,Guatemala,Seamoor,Ethiopia / Sudan AssesionColombiaJava (Cultivar)ArabicaRobiaceae Coffea,Washed,Medium Dark,Dark  Chocolate Caramelized Sweet Berry
Lifesaver,Ethiopia,Beanberry,Red Bourbon,Honey,Medium,Almond Chocolate Sweet Apple
Burundi Migoti Washing Station,Colombia,Farm To Home,Typica,"DecafWashed, Swiss Water",Light,Tobaco Smoky Spices Musty  Earthy
Organic,Brazil,Extract,Arabica,Washed,Medium,Maple  Syrup Peach Pear Citrus  Fruit Fermented
Decaf Swiss Water Processed Coffee Beans,Colombia,Grumpy Mule,CastilloYellow CatuaiMundo NovoColombiaCaturraRed Catuai,"Natural, Monsooned",Medium,Roasted
Peru Gonzilla,Ethiopia,On The Grind,CaturraBourbon,Honey,Dark,Hazelnut Dark  Chocolate Pear
Strong,Colombia,Common,TabiRume Sudan,Washed,Dark,Chocolate Caramelized Vanilla Sweet Citrus  Fruit
Indian Monsoon Malabar,Peru,On The Grind,ColombiaRobiaceae Coffea,Natural,Medium Dark,Nutty  Cocoa Vanilla Floral
The Truth Beans,Colombia,Roastworks,Catuai,Washed,Dark,Nutty Molasses Caramelized Citric  Acid
Rapha Lincoln Gp - Blend 66,Ethiopia,Stokes Tea and Coffee,ColombiaTabiKaffa,Natural,Medium,Blueberry Berry
Roizer Livia Flores,Burundi,Carvetii,Gesha / Abyssinia,Washed,Medium,Roasted Nutty Nutty  Cocoa Caramelized Vanilla Sweet Blueberry Berry
Eagle One Prima By Victoria Arduino In Cappellini Red,Peru,UE Coffee Roasters,Yellow Catuai,Honey,Light,Almond Chocolate Orange
"The Devil'S Chair: Organic Signature Blend, Box",Honduras,Apostle,Caturra,Honey,Medium,Cereal Chocolate Orange
Crow Tree,Peru,Dark Woods,Topázio,Natural,Dark,Cocoa Sweet Citrus  Fruit Fruity Overripe Bitter
Little Red Riding Hood Coffee,Brazil,Three Ridings Coffee,CastilloRed Catuai,"Natural, Anaerobic or Macerated",Medium Light,Caramelized Other  Fruit
"Nicaragua, Finca Bethania",Guatemala,Quantum Roasters,CastilloArabica,Honey,Medium,Chocolate Honey Vanilla Chemical
Colombia • Trinidad'S Treat,India,Quarter Horse,CaturraPache ComumTypica,Washed,Medium,Chocolate Cocoa
Geisha Finca La Colombia,Brazil,Coffee Central,Ruiru 11SL-34BatianSL-28,Washed,Medium Light,Nutmeg Citrus  Fruit Medicinal
Brazil: Cachoeira - Single Farm (direct Trade / Rfa) - 100% Arabica,Colombia,Rinaldo's Coffee,Hybrido de TimorRed Catuai,Washed,Medium,Peanuts Honey Brown  Sugar Floral Pear
"Los Alpes Natural Carbonic Maceration, Colombia",Kenya,Lost Horizon,Sarchimor,Washed,Medium Light,Dark  Chocolate Rose Floral Floral Grape Pear Other  Fruit
Anvil Brazil Fazenda Samambaia 1* Star Great Taste Award Winner 2017,Peru,Anvil,WilshoKumie,Natural,Medium,Chocolate Caramelized Sweet Raisin Dried  Fruit Cherry
Balzac'S Cup | Blend | Direct Trade,Colombia,Vagabond,Mundo NovoBourbonCatuai,Natural,Light,Caramelized Vanilla Blueberry Citrus  Fruit
Colombia Finca Las Cruces,Peru,Chimney Fire Coffee,KaffaJARC 74158,Honey,Dark,Floral Dried  Fruit
Peru - Single Origin (organic),Colombia,Carve,Robiaceae Coffea,Honey,Medium,Chocolate Honey Sweet Berry Other  Fruit Citrus  Fruit
Kenya | Thunguri,India,Hundred House,Arabica,Natural,Dark,Hazelnut Almond Dark  Chocolate
Brazil – Sao Silvestre Micro Lot,Peru,Welsh Coffee,Ethiopia / Sudan AssesionGimmaKaffa,"DecafNatural, Swiss Water",Dark,Spices Vanilla Sweet Black  Tea Floral Lemon Fruity
Passeio,Honduras,Olfactory Coffee,Mundo NovoBourbonCatuai,Washed,Medium,Smoky Almond Dried  Fruit Coconut
Kahuna,Brazil,Bad Hand Coffee,CastilloCaturra,Honey,Dark,Cereal Sweet Floral Floral Berry Other  Fruit Fruity
"Reina, Costa Rica",Nicaragua,Long & Short,Red Catuai,Natural,Medium,Anise Sweet  Aromatic Berry Pear Herb like
Ethiopia Guji Natural Beans,Colombia,Roastworks,PacamaraBourbonMarsellesa,Natural,Dark,Nutty  Cocoa Apple
Brazil – Swiss Water Decaf,Colombia,Luckie Beans,Ethiopia / Sudan AssesionColombia,Washed,Light,Dark  Chocolate Cocoa Sweet Raspberry Dried  Fruit Grapefruit Citrus  Fruit
Sidama Keramo G1 (ethiopia),Brazil,Faodail Roastery,Acaia,Natural,Medium,Hazelnut Chocolate Caramelized
House Blend B.s.c.a. (brazil),Colombia,Faodail Roastery,Ethiopia / Sudan AssesionBourbonRobiaceae CoffeaCatuai,Washed,Medium,Black  Tea Berry
Colombia - Single Origin,Brazil,Coffee Novice,BourbonTypica,Honey,Medium,Blackberry Cherry Lemon Overripe
Ethiopia Sidamo 'Bona Zuria',Brazil,Peaberry Coffee Roasters,Colombia,Washed,Dark,Spices Pineapple Orange Winey
Brazil Cerrado,Colombia,Bad Hand Coffee,SL-34SL-28,Washed,Light,Sweet Citrus  Fruit
Mountain Rescue,Colombia,Red Bank,Yellow CatuaiMundo NovoCaturraPache ComumBourbonSL-14Robiaceae CoffeaCatuaiRed CatuaiSL-28,Washed,Medium,Tobaco Smoky Spices Nutty Dark  Chocolate Molasses Caramelized Musty  Earthy
Home Office Coffee,Costa Rica,Chimney Fire Coffee,ColombiaArabica,Natural,Medium Light,Spices Nutty  Cocoa Vanilla Sweet Raisin Dried  Fruit Coconut Orange Lime Citrus  Fruit
Fazenda Cachoeira - Toriba | Brazil | Direct Trade,Peru,Vagabond,CastilloColombiaCaturra,Washed,Light,Almond Chocolate Pear
Mexico – Yajalon Organic,Kenya,Footprint Coffee,Bourbon,Honey,Dark,Anise Dark  Chocolate Sweet  Aromatic Cherry Citrus  Fruit Herb like
Mr Føx,Brazil,Wolfox,Catuai,Washed,Medium Light,Dark  Chocolate Peach Orange
100% Compostable Pods - Colombian & Ethiopian Blend,Brazil,Hope Espresso,Robiaceae Coffea,Honey,Dark,Vanilla Floral Lemon Fruity
Prototype Espresso,Brazil,Atkinsons,CaturraBourbonCatimor / Ateng,"Natural, Anaerobic or Macerated",Dark,Sweet Apple Fresh
Brazil Classico Capsules,Costa Rica,Triple Co Roast,Icatu,Honey,Dark,Cocoa Cherry
Riptide Espresso Summer Blend,Ethiopia,Carve,S795,Natural,Light,Vanilla
Las Lomas,Brazil,Nude,ColombiaCaturra,Washed,Light,Anise Spices Sweet  Aromatic Sweet Berry Lemon Herb like
Colombia Supreme Coffee,Ethiopia,H. R. Higgins,Catuai,Honey,Dark,Almond Chocolate Berry
Rwanda - Bumbogo - Natural,Brazil,Dear Green,CastilloEthiopia / Sudan AssesionColombiaBourbonLempiraRobiaceae Coffea,Washed,Medium,Sweet Pineapple Other  Fruit Grapefruit Fruity
Kenya - Tano Ndongo C,Colombia,Leicester Coffee House,CaturraCatuai,Washed,Medium Light,Molasses Brown  Sugar Floral Floral Peach
The,Ethiopia,Roastworks,Gesha / Abyssinia,Washed,Medium,Chocolate Caramelized Sweet Citrus  Fruit
The Discovery Bundle,Brazil,Hermanos,Bourbon,Natural,Medium,Roasted Hazelnut Chocolate Molasses Maple  Syrup Caramelized Vanilla Sweet Apple Other  Fruit Fruity
Colombia Tacueyo,Colombia,Method Coffee Roasters,PacasBourbonCatuai,Honey,Light,Brown  Sugar Vanilla Sweet Other  Fruit
Czar St Seasonal Blend V.23,Peru,North Star,Red Catuai,Washed,Medium,Nutty  Cocoa Vanilla Floral Dried  Fruit Pear Whiskey
Goldstone,Brazil,Small Batch Coffee,Typica,Washed,,Chocolate Caramelized Sweet
Junah - Limited Edition,Brazil,Whole in the Ground,Caturra,Honey,,Roasted Floral Citrus  Fruit
