,coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
630,Street,Guatemala,Adams & Russell,Ethiopia / Sudan AssesionArabicaRobusta,Washed,Espresso,RoastedNutty/CocoaSweetDried FruitLime
631,Milano Blend,Ethiopia,Adams & Russell,Bourbon,Washed,LightEspresso,RoastedNutty/CocoaVanillaSweetBerryCitrus Fruit
632,Honduras Finca La Fortuna Women'S Cooperative,Ethiopia,Adams & Russell,Robiaceae CoffeaBlue Mountain,"Natural, Anaerobic or Macerated",Filter,ChocolateCaramelizedBrown SugarOrange
633,Jamaica Blue Mountain,Mexico,Adams & Russell,ColombiaTypica,Washed,Espresso,ChocolateSweetFloralFloral
634,Colombia Segundo Ortiz Finca Alto Roblalito,Brazil,Adams & Russell,ColombiaArabicaRobusta,Washed,Medium LightEspresso,Maple SyrupApple
635,House,Rwanda,Adams & Russell,CaturraPache ComumPacamaraBourbonTypicaCatuaiMaragogype,Washed,MediumEspresso,NuttySweetPineappleOther FruitGrapefruitCitrus FruitFruity
636,Guatemala Bojangles,Ethiopia,Adams & Russell,Ethiopia / Sudan AssesionJava (Cultivar)ArabicaRobiaceae Coffea,Natural,Medium,CocoaMaple SyrupFruity
637,Christmas Blend Coffee,India,Adams & Russell,ColombiaArabica,Washed,Espresso,SpicesDark ChocolateBrown Sugar
638,Fairtrade Colombian,Yemen,Adams & Russell,Ethiopia / Sudan Assesion,Washed,Espresso,RoastedNuttyNutty/CocoaSweetPineappleOther FruitGrapefruit
639,Ethiopia Bona Zuria,Ethiopia,Adams & Russell,Arabica,Natural,Espresso,SweetBerryOther Fruit
640,Costa Rica Tarrazu,Honduras,Adams & Russell,ColombiaTypicaArabicaRobusta,Natural,Medium,Dark ChocolateAppleLime
641,Colombia Cafe Sofia,Jamaica,Adams & Russell,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Espresso,NuttyCocoaCaramelized
642,Brazil Santos,Colombia,Adams & Russell,TypicaArabica,Washed,Dark,ChocolateVanillaFloralFloral
643,Adola - Ethiopia,Honduras,Coffeestry,CaturraPacasBourbonPacamaraRobiaceae CoffeaCatuai,Washed,Filter,HoneyFloralFloralBerry
644,Peruvian Mcm - Shb,Colombia,Adams & Russell,Java (Cultivar)TypicaArabicaRobiaceae CoffeaRobusta,Natural,Omni,SpicesAlmondHoney
645,El Salvador Finca La Portezuelo,Guatemala,Adams & Russell,Red Catuai,"DecafWashed, Sparkling Water (CO2)",MediumFilter,Brown SpiceCaramelizedOrange
646,Java,Indonesia,Adams & Russell,Ethiopia / Sudan AssesionColombia,Natural,Filter,TobacoCocoaMusty/Earthy
647,Avelã - Brazil,Ethiopia,Coffeestry,Ethiopia / Sudan AssesionColombiaTabiBourbon Mayaguez 139,Washed,MediumEspresso,NuttyHoneyFloralCitrus Fruit
648,Decaf Coffee,Colombia,Volcano,Ethiopia / Sudan AssesionBourbonArabicaGesha / Abyssinia,Natural,Espresso,NuttyDark ChocolateCocoaSweet
649,Firehouse Blend,Ethiopia,Volcano,Arabica,Natural,Extra DarkEspresso,CinnamonChocolateOrangeFruity
650,Rwanda Kinini Rulindo Aa Microlot,Costa Rica,Adams & Russell,Typica,Washed,Medium Dark,RoseFloralFloralRaspberryPeachCitrus Fruit
651,Costa Rica Batamba Geisha,Colombia,Adams & Russell,ColombiaArabica,Washed,Medium LightFilter,SpicesVanillaSweet AromaticSweetLemon
652,Sul De Minas - Brazil,Brazil,Volcano,ArabicaRobusta,Washed,Filter,NuttyCaramelizedHoneySweetRoseRaisinDried FruitGrapePear
653,Costa Rica Tirra Estate,Ethiopia,Adams & Russell,ColombiaBourbon,Washed,Filter,HoneySweetCherryAppleWiney
654,Cuba Serrano Superior,Peru,Adams & Russell,Robiaceae Coffea,Natural,Espresso,HazelnutDark ChocolateCocoaCaramelized
655,Continental Blend,El Salvador,Adams & Russell,Arabica,Wet Hulled,MediumEspresso,HazelnutChocolate
656,Velvet Blend,Indonesia,Adams & Russell,Tabi,Washed,Espresso,ChocolateMolasses
657,The Mount Blend,Brazil,Volcano,Java (Cultivar)Robiaceae Coffea,Washed,Medium LightEspresso,ChocolateCaramelizedGrape
658,Fairtrade Bolivia Union Proagro Cafe Femenino,Peru,Adams & Russell,Ethiopia / Sudan AssesionGimmaArabicaRobiaceae Coffea,Washed,Espresso,ChocolateSweetApple
659,Studio,Brazil,Adams & Russell,ArabicaRobusta,Washed,Espresso,RoastedNutty/CocoaSweetDried FruitLime
660,Brazil Fazenda Três Meninas Yellow Catuai,Colombia,Adams & Russell,TypicaArabica,Washed,Medium,MolassesCaramelizedPineapple
661,Fairtrade Sumatra Cafe Femenino Kokowagayo,India,Adams & Russell,ColombiaArabica,Washed,Espresso,ChocolateCherryOrange
662,Dark Roast,Ethiopia,Adams & Russell,TabiArabicaSan Ramon,Natural,Medium Dark,TobacoSpices
663,Classico Blend,Rwanda,Adams & Russell,Mundo Novo,Washed,Dark,HazelnutCocoaOrange
664,Tanzania Kilimanjaro Aa,Costa Rica,Adams & Russell,ArabicaRobusta,Natural,Medium Dark,CocoaFloralFloralOrangeCitrus Fruit
665,Colombia Origin,Brazil,Adams & Russell,Yellow CatuaiArabica,"DecafWashed, Sparkling Water (CO2)",Medium DarkEspresso,HazelnutChocolate
666,Fairtrade Continental Blend,Costa Rica,Adams & Russell,Ethiopia / Sudan Assesion,Decaf,Medium DarkEspresso,SpicesHazelnutSweet
667,Mexico Finca San Ramon,Cuba,Adams & Russell,BourbonTypicaIcatu,Natural,Medium,CaramelizedPeachOrange
668,Pêssego - Brazil,Honduras,Coffeestry,Arabica,"DecafWashed, Swiss Water",Medium,SpicesPruneFruity
669,Sumatra Mandheling,Colombia,Adams & Russell,Yellow CatuaiArabica,Natural,Omni,Dark ChocolatePeachCitrus FruitFruity
670,Choco Peach,Brazil,VeliK Coffee,Yellow CatuaiArabica,Natural,Medium Dark,CerealCloveChocolateNutty/CocoaCaramelizedVanillaSweet
671,"Cuban Serrano Altura Superior Not Sold Out, Read Blurb",Indonesia,Coffee Compass,Colombia,Natural,Omni,RoastedChocolateSweet
672,Mahogany Roast Sucker Punch Hit Decaffeinated Blend,El Salvador,Coffee Compass,Ethiopia / Sudan Assesion,Washed,Medium Dark,VanillaMusty/Earthy
673,Sumatra Swiss-Water Decaffeinated,Brazil,Coffee Compass,CaturraArabicaCatuai,Washed,Dark,HoneySweetRaspberryCherryFruityOverripe
674,Brazil Fazenda Passeio Bourbon Natural Process,Colombia,Coffee Compass,Red CaturraTypica,Honey,Extra Dark,Chocolate
675,Costa Rica Swiss Water Decaffeinated,Bolivia,Coffee Compass,Robiaceae Coffea,Washed,Dark,Dark ChocolateMaple SyrupSweetCherryWhiskeyFermented
676,Batida Nero,Honduras,VeliK Coffee,BourbonArabica,"DecafWashed, Sparkling Water (CO2)",,MolassesCaramelizedApple
677,Hickling Espresso Blend,Colombia,Javabean,Java (Cultivar)TypicaArabicaCatimor / Ateng,Natural,,PeanutsChocolateMaple SyrupSweet
678,Broadland Espresso Blend,Ethiopia,Javabean,CaturraCatimor / Ateng,Natural,,BurntMaple SyrupBrown SugarVanillaSweetCherry
679,Exotic,Brazil,VeliK Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,,CloveAlmondVanillaCherryPearCitrus FruitOverripe
680,Colombia Fnc Santa Marta Women'S Cooperative,Indonesia,Coffee Compass,ArabicaRed Catuai,Natural,,Dark ChocolateNutty/CocoaVanillaCitrus Fruit
681,Espresso Gusto Gold,Ethiopia,Coffee Compass,BourbonLempiraCatuai,"Natural, Monsooned",,SweetFloralCherryPineappleFruityOverripeRaw
682,Ethiopia Chelba Yirgacheffe Natural Process,Honduras,Coffee Compass,Ethiopia / Sudan Assesion,,,Nutty/CocoaMolassesCaramelizedOther
683,Hill And Valley Espresso Blend,Colombia,Coffee Compass,Ethiopia / Sudan AssesionJava (Cultivar)Typica,,,CaramelizedVanillaSweetOther Fruit
684,Sarchí,Tanzania,VeliK Coffee,Ethiopia / Sudan Assesion,,,SweetOrangeCitrus FruitFruityOther
685,Peru La Naranja La Coipa,Colombia,Coffee Compass,PacasBourbonPacamaraMaragogype,,,CocoaMolassesCaramelizedBrown Sugar
686,60/40,Honduras,Heart & Graft,,,,SweetFloralPineappleGrapeOther FruitGrapefruitCitrus FruitFresh
687,Burundi Long Miles Estate Bourbon,Colombia,Coffee Compass,,,,ChocolateNutty/Cocoa
688,Mediterranean Mocha Espresso,Mexico,Coffee Compass,,,,CloveVanillaSweetFloralDried FruitCherryFermentedFresh
689,Java Jampit Estate,Brazil,Coffee Compass,,,,HazelnutDark ChocolateCocoaCaramelizedCherryOverripeOther
690,Peru Bagua Grande Co2 Decaffeinated,Indonesia,Coffee Compass,,,,Dark ChocolateStrawberryCherryPeachCitrus FruitFruityOverripe
691,Ethiopia Rocko Mountain Reserve Natural Process,Brazil,Coffee Compass,,,,Dark ChocolateCherryCitrus FruitFruity
692,Barbosa,Cuba,VeliK Coffee,,,,HazelnutCocoaCaramelized
693,Honduras Serendipia,Indonesia,Heart & Graft,,,,HoneyVanillaJasmineRaspberry
694,Matunda,Ethiopia,VeliK Coffee,,,,MaltRoastedSpicesDark ChocolateNutty/CocoaOther
695,Mahogany Roast Malabar Hit,Indonesia,Coffee Compass,,,,CinnamonMolassesCaramelizedHoneyBrown SugarSweetBerryDried FruitCherryCitrus FruitFruityOverripe
696,Kenya Peaberry,Brazil,Coffee Compass,,,,RoastedDark ChocolateCaramelizedCherry
697,Extra Dark Wild Ethiopian Highland,Costa Rica,Coffee Compass,,,,CloveHazelnutChocolateVanillaSweetFermented
698,Mexico Siltepec El Jaguar,Brazil,Coffee Compass,,,,Nutty/CocoaCitrus FruitFruity
699,Tusker Elephant Blend Mahogany Roast,Brazil,Coffee Compass,,,,
700,Jamaica Blue Mountain 100% Jamaican Blue Mountain Coffee - Peaberry,Jamaica,Mikah Blue,ArabicaGesha / Abyssinia,Washed,Filter,NuttySweetOrangeFruity
701,Java Lingtong,Indonesia,Coffee Compass,Java (Cultivar),Natural,Espresso,Spices
702,Ethiopia Guji Dimtu Natural Process,Ethiopia,Coffee Compass,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,MediumOmni,Dark ChocolateCherryFruityWhiskeyFermentedOverripe
703,Indian Bibi Plantation A,India,Coffee Compass,Robiaceae CoffeaCatuai,Washed,Medium,ChocolateSweetRoseDried FruitOther
704,El Salvador Finca Los Pirineos Red Bourbon,El Salvador,Coffee Compass,BourbonPacamaraJava (Cultivar)Red BourbonCatisicGesha / AbyssiniaLaurina / Bourbon Pointu,Honey,Medium Dark,ChocolateHoneySweetRaisinCherryOrange
705,Peru Barrios Altos,Kenya,Javabean,ArabicaGesha / Abyssinia,Honey,Omni,HoneySweetOther FruitOverripe
706,Jamaica Blue Mountain Jamaican Blue Mountain Coffee Blend,Peru,Mikah Blue,CaturraTypica,Washed,Omni,NuttySweetOrangeFruity
707,Bolivia Finca Los Rodriguez Santa Cruz Caturra,Jamaica,Coffee Compass,Typica,"DecafWashed, Sparkling Water (CO2)",Omni,CaramelizedAppleOther FruitCitrus FruitWineyFreshOther
708,Colombia Planadas,Bolivia,Javabean,BourbonRobiaceae Coffea,Washed,Medium,ChocolateMolassesCaramelizedSweetFruity
709,Old Brown Java,Honduras,Coffee Compass,Red Bourbon,Wet Hulled,Espresso,SpicesMaple SyrupSweetCitrus FruitSalty
710,El Salvador Finca El Ingenio Bourbon,Colombia,Coffee Compass,ArabicaGesha / Abyssinia,Washed,Omni,NutmegCaramelizedSweetRaisinDried FruitCherryOther FruitOverripe
711,El Salvador Finca El Borbollón Red Bourbon,Indonesia,Coffee Compass,IcatuYellow Bourbon,"DecafWashed, Sparkling Water (CO2)",Dark,ChocolateNutty/CocoaCaramelizedCherryPeachCitrus FruitOther
712,Jamaica Blue Mountain 100% Jamaican Blue Mountain Coffee,El Salvador,Mikah Blue,TypicaRobiaceae CoffeaRed Catuai,Washed,Medium Dark,NuttySweetOrangeFruity
713,Brazil Ipanema Gourmet Pulped Natural,El Salvador,Coffee Compass,CaturraBourbonTypicaArabica,Natural,Omni,NuttyVanillaSweetFloralCherryCitrus FruitFruityOther
714,Brazil Ecoagricola Serra Do Cabral Red Catuai,Jamaica,Coffee Compass,Arabica,Natural,Filter,NutmegPeanutsAlmondVanillaSweetDried FruitCherryOverripeOther
715,Guatemala El Durazno,Brazil,Javabean,ColombiaArabica,Washed,Dark,HoneySweetBerryPeachOrange
716,Andino,Brazil,VeliK Coffee,Acaia,Wet Hulled,LightOmni,AlmondDark ChocolateLime
717,Brighton Lanes Espresso Blend,Guatemala,Coffee Compass,Robiaceae Coffea,Washed,Medium Dark,CloveDark Chocolate
718,Mexico Bellavista Café California,Colombia,Coffee Compass,Bourbon,Washed,LightOmni,CerealNutty/CocoaCaramelizedRawOther
719,French Breakfast Blend,Kenya,Coffee Compass,CastilloColombiaTypica,Washed,MediumEspresso,RoastedPear
720,Guatemala – Q’anil Decaf,Peru,Javabean,ColombiaCaturraRobiaceae Coffea,Natural,Omni,Maple SyrupBrown SugarSweetOther Fruit
721,Brazil Ipanema Premier Cru Gold Edition Red Acaia,Brazil,Coffee Compass,Bourbon,"DecafNatural, Sparkling Water (CO2)",Medium Dark,AlmondSweetFruityWineyFermented
722,Indonesia Bersama Mandiri Sejahtera,India,Heart & Graft,S795,Washed,Dark,FloralBerry
723,El Salvador El Cipres Montana,Mexico,Javabean,Bourbon,"DecafWashed, Swiss Water",Omni,HazelnutChocolateSweetCherryOrange
724,Ethiopia Haro,Costa Rica,Javabean,Mundo NovoCatuai,"DecafWashed, Swiss Water",Omni,ChocolateCaramelizedSweetBlueberryStrawberryPineapple
725,Rwanda Ngoma Mama'S Lot Bourbon,Brazil,Coffee Compass,Ethiopia / Sudan Assesion,Washed,Omni,AlmondSweetOther FruitOrangeCitrus Fruit
726,Colombia Finca Sofia Screen 19,Colombia,Coffee Compass,ArabicaGesha / Abyssinia,Washed,Omni,SweetFloralCherry
727,Colombia Inzá Cauca Smallholders,Guatemala,Coffee Compass,Java (Cultivar)Typica,Washed,Omni,AlmondCaramelizedSweetFloralRaisinDried Fruit
728,Sweet Bourbon Espresso Blend,Brazil,Coffee Compass,ArabicaGesha / Abyssinia,"DecafWashed, Sugarcane (E.A.)",Omni,AlmondChocolateMolassesCaramelizedSweet
729,Guatemala Jalapa Community Lot Co2 Decaffeinated,Indonesia,Coffee Compass,BourbonRobiaceae Coffea,Wet Hulled,Omni,CaramelizedSweetApplePeachVegetative
730,India Melkodige Estate,El Salvador,Heart & Graft,Ruiru 11SL-34SL-28,Washed,Omni,ChocolateCaramelizedOther Fruit
731,Brazil Bourbon,Ethiopia,Coffee Compass,Mundo NovoAcaiaYellow Bourbon,Washed,Omni,ChocolateCaramelizedSweetCitrus FruitFruity
732,Brazil Fazenda Aragao,Rwanda,Heart & Graft,Arabica,Decaf,Omni,PeanutsNuttyChocolateNutty/CocoaVanilla
733,Guatemala Finca Los Jocatales Natural Process,Colombia,Coffee Compass,Red BourbonRed Catuai,Washed,Filter,CinnamonFloralFloralCherryOther FruitFruityOther
734,Jamaica Blue Mountain 100% Jamaican Blue Mountain Coffee,Colombia,Mikah Blue,Colombia,Natural,LightOmni,NuttySweetOrangeFruity
735,Indonesia Sulawesi Kalossi Toraja Grade 1,Asia,Coffee Compass,Ethiopia / Sudan Assesion,Washed,LightOmni,PepperNutmegSpicesChocolate
736,Brazil Cachoeira Toriba,Guatemala,Javabean,CatuaiGesha / Abyssinia,"Natural, Monsooned",Medium Light,ChocolateCaramelizedSweetCitrus Fruit
737,Jamaica Blue Mountain Jamaican Blue Mountain Coffee Blend,India,Mikah Blue,Ethiopia / Sudan Assesion,Washed,Espresso,NuttySweetOrangeFruity
738,Guatemala Finca Concepcion Pixcayá Bourbon,Brazil,Coffee Compass,Bourbon,Honey,,HazelnutNuttyChocolateSweetCherryPeachFermentedOverripeOther
739,Kenya Mikari Ab,Brazil,Heart & Graft,CastilloColombiaCaturraBourbon,Washed,,NutmegDark ChocolateVanillaBerryCherryGrapefruitOrange
740,Brazil Rei Das Montanhas Mahogany Roast,Guatemala,Coffee Compass,Cera,Natural,,RoastedChocolateMolassesCaramelizedHoneyVanillaSweetFruityWiney
741,Brazil Co2 Decaf,Ethiopia,VeliK Coffee,Blue Mountain,Washed,,Dark ChocolateBerryCitrus Fruit
742,Honduras Cerro Azul Red Catuai,Jamaica,Coffee Compass,Ethiopia / Sudan AssesionJava (Cultivar),Natural,,CaramelizedVanillaSweetCitrus FruitFermentedOther
743,Colombia Swiss Water Decaffeinated,Indonesia,Coffee Compass,Ethiopia / Sudan AssesionColombia,Washed,,NuttySweet
744,Ethiopia Swiss Water Decaffeinated,Brazil,Coffee Compass,BourbonCatuai,Washed,,FloralFloralCitrus Fruit
745,Honduras Finca Maria Bonita,Jamaica,Heart & Graft,Mundo NovoBourbonTabiMaragogype,Washed,,ChocolateCaramelizedSweet AromaticSweetJasmineFloralFloralRaspberryStrawberryPeachOther FruitFruity
746,Ethiopian Kochere Yirgacheffe G1 Fully Washed,Guatemala,Coffee Compass,Catimor / Ateng,DecafWashed,,VanillaSweetFloralFloralCherryPeachOther FruitCitrus FruitFruityFermentedOverripe
747,Guatemala Finca El Bosque Amatitlan Bourbon,Kenya,Coffee Compass,SL-34SL-28,Honey,,ChocolateMolassesCaramelizedRoseCherryLemonCitrus FruitOther
748,The Barnraiser Collection,Brazil,Heart & Graft,ArabicaBlue MountainGesha / Abyssinia,Washed,,RoastedNuttyChocolateSweet
749,Colombia Azahar Decaff,Brazil,Heart & Graft,Typica,Washed,,HazelnutNuttyMolassesMaple SyrupCaramelizedHoneySweetAppleCitrus Fruit
750,Sumatra Mount Kerinci G1,Nicaragua,Coffee Compass,ColombiaCaturra,Natural,,CloveSpicesCherry
751,Kenya Aa Blue Mountain,Honduras,Coffee Compass,Bourbon,Honey,,VanillaBerryCitrus Fruit
752,Mahogany Roast Jampit Hit,Colombia,Coffee Compass,Ethiopia / Sudan Assesion,Natural,,RoastedSpicesChocolateVanillaBerryLimeCitrus FruitFruity
753,Cherry Cherry Espresso,Ethiopia,Coffee Compass,CaturraTypica,Washed,,VanillaSweetCherryPeachOrangeCitrus FruitFruity
754,Guatemala Swiss-Water Processed Decaffeinated,Honduras,Coffee Compass,ColombiaBourbonArabica,Washed,,VanillaFloralFloralCitrus Fruit
755,Australian Skybury,Ethiopia,Coffee Compass,BourbonTypicaLempiraCatuai,Natural,,PineappleOther FruitGrapefruit
756,Nicaragua La Florencia Maragogype,Guatemala,Coffee Compass,CastilloColombiaCaturraTypica,Washed,,CloveChocolateSweetFloralOrangeCitrus Fruit
757,China Banka Natural,Brazil,Heart & Graft,Mundo NovoCatuai,Washed,,ChocolateDark ChocolateCaramelizedStrawberryBerryPeachOther FruitOrangeOverripe
758,Kenya Honeybush Estate,Honduras,Coffee Compass,CastilloColombiaCaturra,Washed,,MolassesHoneyVanillaJasmineBerryLemon
759,Jamaica Blue Mountain 100% Jamaican Blue Mountain Coffee,India,Mikah Blue,IHCAFE 90,Natural,,NuttySweetBlack TeaFloralOrangeFruity
760,Indian Monsoon Malabar,Colombia,Coffee Compass,Gesha / Abyssinia,"DecafWashed, Sugarcane (E.A.)",,MaltSweetCitrus FruitSalty
761,Colombia Finca Las Mercedes La Isla,China,Coffee Compass,CastilloColombiaCaturra,Natural,,SweetOther FruitLemonFermented
762,Barnraiser,Indonesia,Heart & Graft,Marsellesa,Natural,,HazelnutNuttyChocolateBrown Sugar
763,Rockland Espresso Blend,Vietnam,Javabean,Bourbon,Washed,,HazelnutChocolateVanillaSweetCherryPeach
764,Honduras Finca Cual Bicicleta,Kenya,Heart & Graft,Ruiru 11SL-34BatianSL-28,Washed,,ChocolateNutty/CocoaVanillaSweet AromaticSweetJasmineFloralPeachLemon
765,Peru Finca Las Pirias La Coipa,Brazil,Coffee Compass,Robiaceae Coffea,Washed,,CloveChocolateMolassesCaramelizedSweetOrange
766,Red Roast Blend,Indonesia,Coffee Compass,Mundo NovoCatuai,,,RoastedNuttyNutty/CocoaVanillaSweet
767,Rancheros Mahogany Roast,Ethiopia,Coffee Compass,CaturraBourbonCatuai,,,AlmondDark ChocolateSweet
768,Honduras Miriam Perez Natural,Colombia,Heart & Graft,Colombia,,,HoneySweetRaisinDried FruitOrangeWineyWhiskey
769,Dominican Republic Cibao Altura Juncalito,Ethiopia,Coffee Compass,Red Bourbon,,,CloveHazelnutMolassesCaramelizedSweet
770,Quebradon - Colombia,Guatemala,Abe & Co,TypicaHybrido de Timor,,,ChocolateCaramelizedPeachFruity
771,Monte Carmelo - Brazil,Australia,Abe & Co,TypicaHybrido de Timor,,,RoastedHazelnutChocolateVanillaBerryCitrus Fruit
772,Colombian El Bombo Organic Coffee,El Salvador,Amber,SL-34SL-28,,,Dark ChocolateMolassesMaple SyrupCaramelizedBerry
773,José Danilo Fuentes - Honduras,Brazil,Abe & Co,CastilloColombiaCaturra,,,HoneyAppleLemon
774,Colombian Diego Samuel Bermudez Geisha Coffee,Nicaragua,Amber,CaturraBourbonCatuai,,,Overall SweetSweetFloralPeachLemon
775,Colombian Decaf Coffee,Guatemala,Amber,Red BourbonJacksonKent,,,ChocolateMolassesMaple SyrupCaramelizedApple
776,El Salvador Fincas Las Mercedes Coffee,China,Amber,Bourbon,,,ChocolateCaramelizedBerryApple
777,Amber Blend Coffee,Kenya,Amber,SL-34Ruiru 11BatianSL-28,,,Dark ChocolateMolassesCaramelizedSweet
778,Huye Mountain - Rwanda,Jamaica,Abe & Co,Pache Comum,,,GrainSpicesCaramelizedSweetBerryPineappleOther FruitGrapefruit
779,Kenya Nyeri Coffee,India,Amber,,,,Dark ChocolateGrapeFruity
780,Bom Jesus - Brazil,Colombia,Abe & Co,,,,NuttyChocolateNutty/CocoaCaramelizedSweet
781,Brazilian Mogiana Coffee,El Salvador,Amber,,,,ChocolateCaramelizedVanillaDried Fruit
782,Finca El Bosque - Nicaragua,Brazil,Abe & Co,,,,CaramelizedSweetBlackberryRaisinDried FruitApple
783,Guatemala Union Cantinil Coffee,Indonesia,Amber,,,,Dark ChocolateAppleLimeCitrus Fruit
784,Signature Blend Coffee,Honduras,Amber,,,,HazelnutChocolateMolassesCaramelized
785,First Edition Espresso Blend - Brazil/Colombia,India,Abe & Co,,,,RoastedChocolateCocoaNutty/CocoaCaramelizedSweetOther FruitLimeFruity
786,Rwandan Dukundekawa Musasa Coffee,Brazil,Amber,,,,ChocolateVanillaStrawberryOther Fruit
787,Hatuhei - Timor-Leste,Honduras,Abe & Co,,,,RoastedNutmegCaramelizedBrown SugarSweetLemon
788,Lacau - Timor Leste,Peru,Abe & Co,,,,PepperSpicesChocolateCaramelizedSweetFloralPruneOrangeCitrus Fruit
789,Ndundu Ab,El Salvador,Cartwheel,,,,Brown SugarGrapefruitOrange
790,Colombia Risaralda,Brazil,Crosby Coffee,,,,HazelnutDark ChocolateSweetFloralDried FruitAppleWhiskey
791,San Fermin,Colombia,Origin,,,,ChocolateVanillaBerryPeachCitrus FruitFruity
792,Colombia Decaf,Mexico,Loud Mouth Coffee,,,,SweetRoseFloralBlueberryBerryCitrus FruitFruityWiney
793,Miramar Filter,India,Wellington,,,,PepperNuttyFloral
794,Guatemala Santa Rosa - Ayarza Lake,Honduras,Rockhill Brothers,,,,SweetBerryOther Fruit
795,Peppermint Herbal Infusion,Dominican Republic,Two Dogs,,,,NuttyChocolateCaramelizedVanillaSweetCitrus Fruit
796,Kinini Station – Rwanda,Colombia,Redroaster,,,,MolassesCaramelizedOrangeSour AromaticsFresh
797,El Salvador - Chalcuapa - Finca San Antonio,Brazil,Two Dogs,,,,Chocolate
798,Baragwi Pb #002 (espresso),Colombia,Round Hill Roastery,,,,
799,Guatemala El Morito,Honduras,Ristretto,,,,
800,Two Can Dance Coffee,Brazil,Three Ridings Coffee,Mundo NovoIcatuTupiArabicaAcaiaCatuai,Natural,Medium,NuttyCocoaOrange
801,Peru Elevi Rufasto,Costa Rica,North Star,CaturraTypica,Washed,Medium Light,CaramelizedRaspberryLemon
802,China - Aqi Badu Natural,Peru,Moonroast,Catimor / Ateng,Natural,Medium,CaramelizedRoseGrapePeachPearFruity
803,Papua New Guinea Kenta Co-Op,Colombia,On The Grind,BourbonTypicaArusha,Washed,Filter,Brown SugarSweetBerryCitric Acid
804,Kuruxu | Brazil,China,Notes,Caturra,Natural,Medium,FloralFloralDried FruitOther FruitWhiskey
805,"Gregorio Esquen, Peru",Papua New Guinea,Nelson Coffee Roasters,Caturra,Washed,Omni,BerryCherryApple
806,Fazenda Cetec,Brazil,Fortitude,Catuai,Natural,Filter,AlmondDark ChocolateCocoaFloral
